isla,lobera,codigo,latitud,longitud,tipologia,importancia,year,macho,hembra,adultos,agua,juveniles,cachorros_tierra,cachorros_agua,desconocido,total,total_adultos,total_cachorros,autor,status
Robinson Crusoe,Bahia el padre,RC1,6272543.48,691362.52,Reproductiva,No clave,1968,0,0,0,0,0,0,0,0,0,0,0,,Completo
Robinson Crusoe,Bahia el padre,RC1,6272543.48,691362.52,Reproductiva,No clave,1969,0,0,0,0,0,0,0,0,0,0,0,,Completo
Robinson Crusoe,Bahia el padre,RC1,6272543.48,691362.52,Reproductiva,No clave,1984,1,2,,,20,0,,0,23,23,0,Cardenas J.,Completo
Robinson Crusoe,Bahia el padre,RC1,6272543.48,691362.52,Reproductiva,No clave,1993,,,33,,,3,,,36,33,3,CONAF  ,Completo
Robinson Crusoe,Bahia el padre,RC1,6272543.48,691362.52,Reproductiva,No clave,1996,,,208,,,111,,,319,208,111,CONAF  ,Completo
Robinson Crusoe,Bahia el padre,RC1,6272543.48,6272543.48,Reproductiva,No clave,1997,,,101,,,7,,,108,101,7,CONAF  ,Completo
Robinson Crusoe,Bahia el padre,RC1,6272543.48,691362.52,Reproductiva,No clave,1998,,,87,24,76,14,,,201,187,14,CONAF  ,Completo
Robinson Crusoe,Bahia el padre,RC1,6272543.48,691362.52,Reproductiva,No clave,1999,,,151,8,,23,,,182,159,23,CONAF  ,Completo
Robinson Crusoe,Bahia el padre,RC1,6272543.48,691362.52,Reproductiva,No clave,2000,,,91,105,,51,,,247,196,51,CONAF  ,Completo
Robinson Crusoe,Bahia el padre,RC1,6272543.48,691362.52,Reproductiva,No clave,2001,,,404,36,,92,,,532,440,92,CONAF  ,Completo
Robinson Crusoe,Bahia el padre,RC1,6272543.48,691362.52,Reproductiva,No clave,2002,,,,139,,,,,139,139,0,CONAF  ,Completo
Robinson Crusoe,Bahia el padre,RC1,6272543.48,691362.52,Reproductiva,No clave,2003,,,151,139,,144,,,434,290,144,Osman,Completo
Robinson Crusoe,Bahia el padre,RC1,6272543.48,691362.52,Reproductiva,No clave,2004,,,211,,,137,,,348,211,137,Osman,Completo
Robinson Crusoe,Bahia el padre,RC1,6272543.48,691362.52,Reproductiva,No clave,2005,97,314,,165,16,107,0,0,699,592,107,Osman ,Completo
Robinson Crusoe,Bahia el padre,RC1,6272543.48,691362.52,Reproductiva,No clave,2006,0,0,0,0,0,0,0,0,0,0,0,,Completo
Robinson Crusoe,Bahia el padre,RC1,6272543.48,691362.52,Reproductiva,No clave,2007,,,417,35,,216,,,668,452,216,CONAF ,Completo
Robinson Crusoe,Bahia el padre,RC1,6272543.48,691362.52,Reproductiva,No clave,2008,,,1205,248,,230,,,1683,1453,230,CONAF ,Completo
Robinson Crusoe,Bahia el padre,RC1,6272543.48,691362.52,Reproductiva,No clave,2009,,,1224,384,,431,,,2039,1608,431,CONAF ,Completo
Robinson Crusoe,Bahia el padre,RC1,6272543.48,691362.52,Reproductiva,No clave,2012,,,1501,371,,263,,,2135,1872,263,CONAF ,Completo
Robinson Crusoe,Bahia el padre,RC1,6272543.48,691362.52,Reproductiva,No clave,2017,,,3075,2416,,594,,,6085,5491,594,CONAF ,Completo
Robinson Crusoe,Bahia el padre,RC1,6272543.48,691362.52,Reproductiva,No clave,2018,,,438,145,,285,87,,955,583,372,CONAF ,Completo
Robinson Crusoe,Bahia el padre,RC1,6272543.48,691362.52,Reproductiva,No clave,2021,,,1700,503,,364,,,2567,2203,364,CONAF ,Completo
Robinson Crusoe,Bahia ohiggins,RC2,6271147.00,691148.00,Reproductiva,Clave,1968,,,15,,,,,,15,15,0,Aguayo - Maturana -Torres 1971,Completo
Robinson Crusoe,Bahia ohiggins,RC2,6271147.00,691148.00,Reproductiva,Clave,1969,,,30,,,,,,30,30,0,Aguayo - Maturana -Torres 1971,Completo
Robinson Crusoe,Bahia ohiggins,RC2,6271147.00,691148.00,Reproductiva,Clave,1984,0,0,0,0,0,0,0,0,0,0,0,,Completo
Robinson Crusoe,Bahia ohiggins,RC2,6271147.00,691148.00,Reproductiva,Clave,1993,,,275,,,87,,,362,275,87,CONAF,Completo
Robinson Crusoe,Bahia ohiggins,RC2,6271147.00,691148.00,Reproductiva,Clave,1996,0,0,0,0,0,0,0,0,0,0,0,,Completo
Robinson Crusoe,Bahia ohiggins,RC2,6271147.00,691148.00,Reproductiva,Clave,1997,,,1150,,,343,,,1493,1150,343,CONAF,Completo
Robinson Crusoe,Bahia ohiggins,RC2,6271147.00,691148.00,Reproductiva,Clave,1998,,,329,63,282,225,,,899,674,225,CONAF,Completo
Robinson Crusoe,Bahia ohiggins,RC2,6271147.00,691148.00,Reproductiva,Clave,1999,,,202,22,,78,,,302,224,78,CONAF,Completo
Robinson Crusoe,Bahia ohiggins,RC2,6271147.00,691148.00,Reproductiva,Clave,2000,,,137,169,,207,,,513,306,207,CONAF,Completo
Robinson Crusoe,Bahia ohiggins,RC2,6271147.00,691148.00,Reproductiva,Clave,2001,,,998,99,,565,,,1662,1097,565,CONAF,Completo
Robinson Crusoe,Bahia ohiggins,RC2,6271147.00,691148.00,Reproductiva,Clave,2002,,,,286,,,,,286,286,0,CONAF,Completo
Robinson Crusoe,Bahia ohiggins,RC2,6271147.00,691148.00,Reproductiva,Clave,2003,,,852,286,,617,,,1755,1138,617,Osman,Completo
Robinson Crusoe,Bahia ohiggins,RC2,6271147.00,691148.00,Reproductiva,Clave,2004,,,436,,,493,,,929,436,493,Osman,Completo
Robinson Crusoe,Bahia ohiggins,RC2,6271147.00,691148.00,Reproductiva,Clave,2005,75,161,,337,13,136,0,2,724,588,136,Osman ,Completo
Robinson Crusoe,Bahia ohiggins,RC2,6271147.00,691148.00,Reproductiva,Clave,2006,,,140,35,,33,,,208,175,33,CONAF,Completo
Robinson Crusoe,Bahia ohiggins,RC2,6271147.00,691148.00,Reproductiva,Clave,2007,0,0,0,0,0,0,0,0,0,0,0,,Completo
Robinson Crusoe,Bahia ohiggins,RC2,6271147.00,691148.00,Reproductiva,Clave,2008,,,677,307,,149,,,1133,984,149,CONAF,Completo
Robinson Crusoe,Bahia ohiggins,RC2,6271147.00,691148.00,Reproductiva,Clave,2009,,,1145,102,,1144,,,2391,1247,1144,CONAF,Completo
Robinson Crusoe,Bahia ohiggins,RC2,6271147.00,691148.00,Reproductiva,Clave,2012,,,546,238,,391,,,1175,784,391,CONAF,Completo
Robinson Crusoe,Bahia ohiggins,RC2,6271147.00,691148.00,Reproductiva,Clave,2017,,,2432,1589,,1587,,,5608,4021,1587,CONAF,Completo
Robinson Crusoe,Bahia ohiggins,RC2,6271147.00,691148.00,Reproductiva,Clave,2018,,,1482,456,,402,87,,2427,1938,489,CONAF,Completo
Robinson Crusoe,Bahia ohiggins,RC2,6271147.00,691148.00,Reproductiva,Clave,2021,0,0,0,0,0,0,0,0,0,0,0,,Completo
Robinson Crusoe,Carvajal,RC3,6271550.78,691164.91,Reproductiva,Clave,1968,,,90,,,,,,90,90,0,Aguayo - Maturana -Torres 1971,Completo
Robinson Crusoe,Carvajal,RC3,6271550.78,691164.91,Reproductiva,Clave,1969,0,0,0,0,0,0,0,0,0,0,0,,Completo
Robinson Crusoe,Carvajal,RC3,6271550.78,691164.91,Reproductiva,Clave,1984,6,8,,,10,4,,0,28,24,4,Cardenas J.,Completo
Robinson Crusoe,Carvajal,RC3,6271550.78,691164.91,Reproductiva,Clave,1993,,,496,,,18,,,514,496,18,CONAF,Completo
Robinson Crusoe,Carvajal,RC3,6271550.78,691164.91,Reproductiva,Clave,1996,,,1089,,,687,,,1776,1089,687,CONAF,Completo
Robinson Crusoe,Carvajal,RC3,6271550.78,691164.91,Reproductiva,Clave,1997,,,547,,,35,,,582,547,35,CONAF,Completo
Robinson Crusoe,Carvajal,RC3,6271550.78,691164.91,Reproductiva,Clave,1998,,,230,18,245,6,,,499,493,6,CONAF,Completo
Robinson Crusoe,Carvajal,RC3,6271550.78,691164.91,Reproductiva,Clave,1999,,,462,93,,18,,,573,555,18,CONAF,Completo
Robinson Crusoe,Carvajal,RC3,6271550.78,691164.91,Reproductiva,Clave,2000,,,365,278,,4,,,647,643,4,CONAF,Completo
Robinson Crusoe,Carvajal,RC3,6271550.78,691164.91,Reproductiva,Clave,2001,,,398,37,,19,,,454,435,19,CONAF,Completo
Robinson Crusoe,Carvajal,RC3,6271550.78,691164.91,Reproductiva,Clave,2002,,,,144,,,,,144,144,0,CONAF,Completo
Robinson Crusoe,Carvajal,RC3,6271550.78,691164.91,Reproductiva,Clave,2003,,,379,144,,11,,,534,523,11,Osman,Completo
Robinson Crusoe,Carvajal,RC3,6271550.78,691164.91,Reproductiva,Clave,2004,,,257,,,11,,,268,257,11,Osman,Completo
Robinson Crusoe,Carvajal,RC3,6271550.78,691164.91,Reproductiva,Clave,2005,142,16,,515,70,9,0,2,754,745,9,Osman ,Completo
Robinson Crusoe,Carvajal,RC3,6271550.78,691164.91,Reproductiva,Clave,2006,,,568,400,,44,,,1012,968,44,CONAF,Completo
Robinson Crusoe,Carvajal,RC3,6271550.78,691164.91,Reproductiva,Clave,2007,,,1047,32,,35,,,1114,1079,35,CONAF,Completo
Robinson Crusoe,Carvajal,RC3,6271550.78,691164.91,Reproductiva,Clave,2008,,,620,261,,59,,,940,881,59,CONAF,Completo
Robinson Crusoe,Carvajal,RC3,6271550.78,691164.91,Reproductiva,Clave,2009,,,982,206,,49,,,1237,1188,49,CONAF,Completo
Robinson Crusoe,Carvajal,RC3,6271550.78,691164.91,Reproductiva,Clave,2012,,,1997,202,,92,,,2291,2199,92,CONAF,Completo
Robinson Crusoe,Carvajal,RC3,6271550.78,691164.91,Reproductiva,Clave,2017,,,1666,1088,,222,,,2976,2754,222,CONAF,Completo
Robinson Crusoe,Carvajal,RC3,6271550.78,691164.91,Reproductiva,Clave,2018,,,575,368,,418,139,,1500,943,557,CONAF,Completo
Robinson Crusoe,Carvajal,RC3,6271550.78,691164.91,Reproductiva,Clave,2021,0,0,0,0,0,0,0,0,0,0,0,,Completo
Robinson Crusoe,Chupones,RC4,6274064.76,694383.04 ,Reproductiva,No clave,1968,0,0,0,0,0,0,0,0,0,0,0,,Completo
Robinson Crusoe,Chupones,RC4,6274064.76,694383.04 ,Reproductiva,No clave,1969,0,0,0,0,0,0,0,0,0,0,0,,Completo
Robinson Crusoe,Chupones,RC4,6274064.76,694383.04 ,Reproductiva,No clave,1984,0,0,0,0,0,0,0,0,0,0,0,,Completo
Robinson Crusoe,Chupones,RC4,6274064.76,694383.04 ,Reproductiva,No clave,1993,0,0,0,0,0,0,0,0,0,0,0,,Completo
Robinson Crusoe,Chupones,RC4,6274064.76,694383.04 ,Reproductiva,No clave,1996,0,0,0,0,0,0,0,0,0,0,0,,Completo
Robinson Crusoe,Chupones,RC4,6274064.76,694383.04 ,Reproductiva,No clave,1997,,,0,,,0,,,0,0,0,CONAF,Completo
Robinson Crusoe,Chupones,RC4,6274064.76,694383.04 ,Reproductiva,No clave,1998,0,0,0,0,0,0,0,0,0,0,0,,Completo
Robinson Crusoe,Chupones,RC4,6274064.76,694383.04 ,Reproductiva,No clave,1999,,,39,0,,0,,,39,39,0,CONAF,Completo
Robinson Crusoe,Chupones,RC4,6274064.76,694383.04 ,Reproductiva,No clave,2000,,,81,7,,0,,,88,88,0,CONAF,Completo
Robinson Crusoe,Chupones,RC4,6274064.76,694383.04 ,Reproductiva,No clave,2001,,,72,0,,0,,,72,72,0,CONAF,Completo
Robinson Crusoe,Chupones,RC4,6274064.76,694383.04 ,Reproductiva,No clave,2002,,,,23,,,,,23,23,0,CONAF,Completo
Robinson Crusoe,Chupones,RC4,6274064.76,694383.04 ,Reproductiva,No clave,2003,,,98,23,,0,,,121,121,0,Osman,Completo
Robinson Crusoe,Chupones,RC4,6274064.76,694383.04 ,Reproductiva,No clave,2004,,,101,,,3,,,104,101,3,Osman,Completo
Robinson Crusoe,Chupones,RC4,6274064.76,694383.04 ,Reproductiva,No clave,2005,,,,10,,,0,,10,10,0,CONAF,Completo
Robinson Crusoe,Chupones,RC4,6274064.76,694383.04 ,Reproductiva,No clave,2006,,,84,27,,0,,,111,111,0,CONAF,Completo
Robinson Crusoe,Chupones,RC4,6274064.76,694383.04 ,Reproductiva,No clave,2007,,,121,0,,0,,,121,121,0,CONAF,Completo
Robinson Crusoe,Chupones,RC4,6274064.76,694383.04 ,Reproductiva,No clave,2008,,,337,77,,0,,,414,414,0,CONAF,Completo
Robinson Crusoe,Chupones,RC4,6274064.76,694383.04,Reproductiva,No clave,2009,,,99,40,,6,,,145,139,6,CONAF,Completo
Robinson Crusoe,Chupones,RC4,6274064.76,694383.04,Reproductiva,No clave,2012,,,125,59,,2,,,186,184,2,CONAF,Completo
Robinson Crusoe,Chupones,RC4,6274064.76,694383.04,Reproductiva,No clave,2017,,,807,59,,56,,,922,866,56,CONAF,Completo
Robinson Crusoe,Chupones,RC4,6274064.76,694383.04,Reproductiva,No clave,2018,,,97,59,,62,2,,220,156,64,CONAF,Completo
Robinson Crusoe,Chupones,RC4,6274064.76,694383.04,Reproductiva,No clave,2021,0,0,0,0,0,0,0,0,0,0,0,,Completo
Robinson Crusoe,Cueva del sur ,RC5,6273179.53,700286.92,Reproductiva,No clave,1968,0,0,0,0,0,0,0,0,0,0,0,,Completo
Robinson Crusoe,Cueva del sur ,RC5,6273179.53,700286.92,Reproductiva,No clave,1969,0,0,0,0,0,0,0,0,0,0,0,,Completo
Robinson Crusoe,Cueva del sur ,RC5,6273179.53,700286.92,Reproductiva,No clave,1984,4,0,,,0,0,,0,4,4,0,Cardenas J.,Completo
Robinson Crusoe,Cueva del sur ,RC5,6273179.53,700286.92,Reproductiva,No clave,1993,,,49,,,2,,,51,49,2,CONAF,Completo
Robinson Crusoe,Cueva del sur ,RC5,6273179.53,700286.92,Reproductiva,No clave,1996,0,0,0,0,0,0,0,0,0,0,0,,Completo
Robinson Crusoe,Cueva del sur ,RC5,6273179.53,700286.92,Reproductiva,No clave,1997,,,48,,,0,,,48,48,0,CONAF,Completo
Robinson Crusoe,Cueva del sur ,RC5,6273179.53,700286.92,Reproductiva,No clave,1998,,,38,0,19,3,,,60,57,3,CONAF,Completo
Robinson Crusoe,Cueva del sur ,RC5,6273179.53,700286.92,Reproductiva,No clave,1999,0,0,0,0,0,0,0,0,0,0,0,,Completo
Robinson Crusoe,Cueva del sur ,RC5,6273179.53,700286.92,Reproductiva,No clave,2000,,,39,0,,8,,,47,39,8,CONAF,Completo
Robinson Crusoe,Cueva del sur ,RC5,6273179.53,700286.92,Reproductiva,No clave,2001,0,0,0,0,0,0,0,0,0,0,0,,Completo
Robinson Crusoe,Cueva del sur ,RC5,6273179.53,700286.92,Reproductiva,No clave,2002,,,,1,,,,,1,1,0,CONAF,Completo
Robinson Crusoe,Cueva del sur ,RC5,6273179.53,700286.92,Reproductiva,No clave,2003,,,81,1,,0,,,82,82,0,Osman,Completo
Robinson Crusoe,Cueva del sur ,RC5,6273179.53,700286.92,Reproductiva,No clave,2004,0,0,0,0,0,2,0,0,2,0,2,Osman,Completo
Robinson Crusoe,Cueva del sur ,RC5,6273179.53,700286.92,Reproductiva,No clave,2005,0,0,0,0,0,0,0,0,0,0,0,,Completo
Robinson Crusoe,Cueva del sur ,RC5,6273179.53,700286.92,Reproductiva,No clave,2006,,,46,22,,3,,,71,68,3,CONAF,Completo
Robinson Crusoe,Cueva del sur ,RC5,6273179.53,700286.92,Reproductiva,No clave,2007,,,222,2,,3,,,227,224,3,CONAF,Completo
Robinson Crusoe,Cueva del sur ,RC5,6273179.53,700286.92,Reproductiva,No clave,2008,,,128,6,,8,,,142,134,8,CONAF,Completo
Robinson Crusoe,Cueva del sur ,RC5,6273179.53,700286.92,Reproductiva,No clave,2009,,,28,27,,1,,,56,55,1,CONAF,Completo
Robinson Crusoe,Cueva del sur ,RC5,6273179.53,700286.92,Reproductiva,No clave,2012,,,62,10,,0,,,72,72,0,CONAF,Completo
Robinson Crusoe,Cueva del sur ,RC5,6273179.53,700286.92,Reproductiva,No clave,2017,,,89,0,,2,,,91,89,2,CONAF,Completo
Robinson Crusoe,Cueva del sur ,RC5,6273179.53,700286.92,Reproductiva,No clave,2018,,,16,7,,6,0,,29,23,6,CONAF,Completo
Robinson Crusoe,Cueva del sur ,RC5,6273179.53,700286.92,Reproductiva,No clave,2021,0,0,0,0,0,0,0,0,0,0,0,,Completo
Robinson Crusoe,El arenal ,RC6,6272353.55,691706.59,No reproductiva ,No clave,1968,0,0,0,0,0,0,0,0,0,0,0,,Completo
Robinson Crusoe,El arenal ,RC6,6272353.55,691706.59,No reproductiva ,No clave,1969,0,0,0,0,0,0,0,0,0,0,0,,Completo
Robinson Crusoe,El arenal ,RC6,6272353.55,691706.59,No reproductiva ,No clave,1984,0,0,,,2,0,,0,2,2,0,Cardenas J.,Completo
Robinson Crusoe,El arenal ,RC6,6272353.55,691706.59,No reproductiva ,No clave,1993,,,210,,,5,,,215,210,5,CONAF,Completo
Robinson Crusoe,El arenal ,RC6,6272353.55,691706.59,No reproductiva ,No clave,1996,0,0,0,0,0,0,0,0,0,0,0,,Completo
Robinson Crusoe,El arenal ,RC6,6272353.55,691706.59,No reproductiva ,No clave,1997,,,150,,,4,,,154,150,4,CONAF,Completo
Robinson Crusoe,El arenal ,RC6,6272353.55,691706.59,No reproductiva ,No clave,1998,,,104,9,1365,2,,,1480,1478,2,CONAF,Completo
Robinson Crusoe,El arenal ,RC6,6272353.55,691706.59,No reproductiva ,No clave,1999,,,296,32,,5,,,333,328,5,CONAF,Completo
Robinson Crusoe,El arenal ,RC6,6272353.55,691706.59,No reproductiva ,No clave,2000,,,722,6,,3,,,731,728,3,CONAF,Completo
Robinson Crusoe,El arenal ,RC6,6272353.55,691706.59,No reproductiva ,No clave,2001,,,383,39,,10,,,432,422,10,CONAF,Completo
Robinson Crusoe,El arenal ,RC6,6272353.55,691706.59,No reproductiva ,No clave,2002,,,,119,,,,,119,119,0,CONAF,Completo
Robinson Crusoe,El arenal ,RC6,6272353.55,691706.59,No reproductiva ,No clave,2003,,,606,119,,19,,,744,725,19,Osman,Completo
Robinson Crusoe,El arenal ,RC6,6272353.55,691706.59,No reproductiva ,No clave,2004,,,803,,,25,,,828,803,25,Osman,Completo
Robinson Crusoe,El arenal ,RC6,6272353.55,691706.59,No reproductiva ,No clave,2005,208,787,,155,79,31,0,2,1262,1231,31,Osman ,Completo
Robinson Crusoe,El arenal ,RC6,6272353.55,691706.59,No reproductiva ,No clave,2006,,,274,67,,16,,,357,341,16,CONAF,Completo
Robinson Crusoe,El arenal ,RC6,6272353.55,691706.59,No reproductiva ,No clave,2007,,,114,2,,6,,,122,116,6,CONAF,Completo
Robinson Crusoe,El arenal ,RC6,6272353.55,691706.59,No reproductiva ,No clave,2008,,,369,138,,15,,,522,507,15,CONAF,Completo
Robinson Crusoe,El arenal ,RC6,6272353.55,691706.59,No reproductiva ,No clave,2009,,,910,12,,3,,,925,922,3,CONAF,Completo
Robinson Crusoe,El arenal ,RC6,6272353.55,691706.59,No reproductiva ,No clave,2012,,,3299,179,,39,,,3517,3478,39,CONAF,Completo
Robinson Crusoe,El arenal ,RC6,6272353.55,691706.59,No reproductiva ,No clave,2017,,,4203,233,,135,,,4571,4436,135,CONAF,Completo
Robinson Crusoe,El arenal ,RC6,6272353.55,691706.59,No reproductiva ,No clave,2018,,,1090,361,,548,400,,2399,1451,948,CONAF,Completo
Robinson Crusoe,El arenal ,RC6,6272353.55,691706.59,No reproductiva ,No clave,2021,,,5893,1459,,,,,7352,7352,0,CONAF,Completo
Robinson Crusoe,El espolon ,RC7,6271987.66 ,690407.85,No reproductiva ,No clave,1968,,,8,,,,,,8,8,0,Aguayo - Maturana -Torres 1971,Completo
Robinson Crusoe,El espolon ,RC7,6271987.66 ,690407.85,No reproductiva ,No clave,1969,,,3,,,,,,3,3,0,Aguayo - Maturana -Torres 1971,Completo
Robinson Crusoe,El espolon ,RC7,6271987.66 ,690407.85,No reproductiva ,No clave,1984,0,0,0,0,0,0,0,0,0,0,0,,Completo
Robinson Crusoe,El espolon ,RC7,6271987.66,690407.85,No reproductiva ,No clave,1993,0,0,0,0,0,0,0,0,0,0,0,,Completo
Robinson Crusoe,El espolon ,RC7,6271987.66,690407.85,No reproductiva ,No clave,1996,0,0,0,0,0,0,0,0,0,0,0,,Completo
Robinson Crusoe,El espolon ,RC7,6271987.66,690407.85,No reproductiva ,No clave,1997,0,0,0,0,0,0,0,0,0,0,0,,Completo
Robinson Crusoe,El espolon ,RC7,6271987.66,690407.85,No reproductiva ,No clave,1998,0,0,0,0,0,0,0,0,0,0,0,,Completo
Robinson Crusoe,El espolon ,RC7,6271987.66,690407.85,No reproductiva ,No clave,1999,0,0,0,0,0,0,0,0,0,0,0,,Completo
Robinson Crusoe,El espolon ,RC7,6271987.66,690407.85,No reproductiva ,No clave,2000,0,0,0,0,0,0,0,0,0,0,0,,Completo
Robinson Crusoe,El espolon ,RC7,6271987.66,690407.85,No reproductiva ,No clave,2001,0,0,0,0,0,0,0,0,0,0,0,,Completo
Robinson Crusoe,El espolon ,RC7,6271987.66,690407.85,No reproductiva ,No clave,2002,0,0,0,0,0,0,0,0,0,0,0,,Completo
Robinson Crusoe,El espolon ,RC7,6271987.66,690407.85,No reproductiva ,No clave,2003,0,0,0,0,0,0,0,0,0,0,0,,Completo
Robinson Crusoe,El espolon ,RC7,6271987.66,690407.85,No reproductiva ,No clave,2004,0,0,0,0,0,0,0,0,0,0,0,,Completo
Robinson Crusoe,El espolon ,RC7,6271987.66,690407.85,No reproductiva ,No clave,2005,0,0,0,0,0,0,0,0,0,0,0,,Completo
Robinson Crusoe,El espolon ,RC7,6271987.66,690407.85,No reproductiva ,No clave,2006,,,250,244,,202,,,696,494,202,CONAF,Completo
Robinson Crusoe,El espolon ,RC7,6271987.66,690407.85,No reproductiva ,No clave,2007,,,272,34,,17,,,323,306,17,CONAF,Completo
Robinson Crusoe,El espolon ,RC7,6271987.66,690407.85,No reproductiva ,No clave,2008,0,0,0,0,0,0,0,0,0,0,0,,Completo
Robinson Crusoe,El espolon ,RC7,6271987.66,690407.85,No reproductiva ,No clave,2009,0,0,0,0,0,0,0,0,0,0,0,,Completo
Robinson Crusoe,El espolon ,RC7,6271987.66,690407.85,No reproductiva ,No clave,2012,0,0,0,0,0,0,0,0,0,0,0,,Completo
Robinson Crusoe,El espolon ,RC7,6271987.66,690407.85,No reproductiva ,No clave,2017,0,0,0,0,0,0,0,0,0,0,0,,Completo
Robinson Crusoe,El espolon ,RC7,6271987.66,690407.85,No reproductiva ,No clave,2018,,,53,34,,38,52,,177,87,90,CONAF,Completo
Robinson Crusoe,El espolon ,RC7,6271987.66,690407.85,No reproductiva ,No clave,2021,0,0,0,0,0,0,0,0,0,0,0,,Completo
Robinson Crusoe,El pangal ,RC8,6275335.87 ,702707.04,No reproductiva ,No clave,1968,0,0,0,0,0,0,0,0,0,0,0,,Completo
Robinson Crusoe,El pangal ,RC8,6275335.87 ,702707.04,No reproductiva ,No clave,1969,0,0,0,0,0,0,0,0,0,0,0,,Completo
Robinson Crusoe,El pangal ,RC8,6275335.87 ,702707.04,No reproductiva ,No clave,1984,0,0,0,0,0,0,0,0,0,0,0,,Completo
Robinson Crusoe,El pangal ,RC8,6275335.87 ,702707.04,No reproductiva ,No clave,1993,0,0,0,0,0,0,0,0,0,0,0,,Completo
Robinson Crusoe,El pangal ,RC8,6275335.87 ,702707.04,No reproductiva ,No clave,1996,,,23,,,0,,,23,23,0,CONAF,Completo
Robinson Crusoe,El pangal ,RC8,6275335.87 ,702707.04,No reproductiva ,No clave,1997,0,0,0,0,0,0,0,0,0,0,0,,Completo
Robinson Crusoe,El pangal ,RC8,6275335.87 ,702707.04,No reproductiva ,No clave,1998,0,0,0,0,0,0,0,0,0,0,0,,Completo
Robinson Crusoe,El pangal ,RC8,6275335.87 ,702707.04,No reproductiva ,No clave,1999,,,23,1,,0,,,24,24,0,CONAF,Completo
Robinson Crusoe,El pangal ,RC8,6275335.87 ,702707.04,No reproductiva ,No clave,2000,,,17,38,,0,,,55,55,0,CONAF,Completo
Robinson Crusoe,El pangal ,RC8,6275335.87 ,702707.04,No reproductiva ,No clave,2001,,,6,8,,0,,,14,14,0,CONAF,Completo
Robinson Crusoe,El pangal ,RC8,6275335.87 ,702707.04,No reproductiva ,No clave,2002,0,0,0,0,0,0,0,0,0,0,0,,Completo
Robinson Crusoe,El pangal ,RC8,6275335.87 ,702707.04,No reproductiva ,No clave,2003,0,0,0,0,0,0,0,0,0,0,0,,Completo
Robinson Crusoe,El pangal ,RC8,6275335.87 ,702707.04,No reproductiva ,No clave,2004,0,0,0,0,0,0,0,0,0,0,0,,Completo
